IRM_STATE_OFFICE,IRM_DEPOT_NAME,IRM_CONSUMER_NAME,IRM_ERP_CONSUMER_CODE,IRM_LATITUDE,IRM_LONGITUDE,IRM_ROUTE_STATUS,IRM_ROUTE_VERIFIED_BY,IRM_ROUTE_VERIFIED_AT,IRM_ROUTE_DISTANCE,IRM_ROUTE_ID,IRM_IS_NEW,IRM_CREATED_AT,IRM_CREATED_BY,IRM_UPDATED_AT,IRM_UPDATED_BY,IRM_ISACTIVE,IRM_CUSTOMER_ID,IRM_GROUP_NO,IRM_IS_REJECTED
Uttar Pradesh 1 (NR),GONDA DEPOT,ALOK TRADING CO.GIRIJAPURI,508133,28.2463,81.228,Accepted,GUPTA,26-Jul-11,166,4262,1,7/25/2014 12:28,,,,1,1,445,N
Delhi (NR),Ambala Terminal,AMALIA PETRO POINT,281837,,,Accepted,Mateen Azam,26-Jun-15,52.44872844,595488,1,11/15/2014 16:20,6,,,1,1,10265,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,AMAN FILLING STATION,209151,27.89558,81.083412,Accepted,Amousi,25-Oct-11,182,2509,1,7/25/2014 12:33,,,,1,1,1239,N
Uttar Pradesh 2 (NR),Agra Top,AMAPUR FUEL CENTRE,165579,27.704586,78.737643,Accepted,Agra Top,28-Jan-11,83.5,1010,1,1/8/2015 21:42,1,,,1,1,13553,N
Uttar Pradesh 2 (NR),Bareilly Depot,AMAR FILLING CENTRE,178263,28.563402,79.193123,Accepted,Aonla,20-Sep-11,72.5,9007,1,1/8/2015 21:42,1,,,1,1,13231,N
Uttar Pradesh 2 (NR),Bareilly Depot,AMAR HIGHWAY FUEL POINT,213016,28.776476,79.018532,Accepted,SD,30-Jan-12,80.5,3958,1,1/8/2015 21:42,1,,,1,1,13604,N
Punjab (NR),JALANDHAR TERMINAL,AMAR JYOTI FILLING STN-93,111370,31.329388,75.343978,Accepted,Piyush Gupta,20-Jan-15,34.5,61080,1,10/15/2014 14:56,1,,,1,1,6013,N
Punjab (NR),JALANDHAR TERMINAL,AMAR JYOTI FILLING STN-93,111370,31.329388,75.343978,Accepted,Piyush Gupta,20-Jan-15,34.5,598953,1,10/15/2014 14:56,1,,,1,1,6013,N
Uttar Pradesh 1 (NR),Gonda Depot,AMAR SPEED POINT,198537,26.493786,82.128765,Accepted,Virendra Pratap singh,25-Aug-15,,590656,1,10/1/2014 15:50,6,,,1,1,4688,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,AMAR SPEED POINT,198537,26.493786,82.128765,Accepted,KUMAR,28-Apr-11,154.5,13376,1,7/25/2014 12:33,,,,1,1,1240,N
Uttar Pradesh 2 (NR),Bareilly Depot,AMARDEEP FILLING STATION,173287,28.245846,79.979294,Accepted,M K Gupta,14-Mar-12,110,9008,1,1/8/2015 21:42,1,,,1,1,13479,N
Karnataka (SR),Bijapur Depot,AMARESHWAR FILLING STATION,136103,16.165552,76.525916,Accepted,VSREEVARDHANREDDDY,1-Nov-11,137.5,22041,1,2/5/2015 9:21,,,,1,1,16955,N
Karnataka (SR),Gulbarga Terminal,AMARESWARRA PETROLEUMS,195416,16.3858,76.587752,Accepted,VSREEVARDHANREDDDY,26-Jul-11,141.5,56007,1,2/5/2015 9:21,,,,1,1,17064,N
Punjab (NR),SANGRUR TERMINAL,AMARNATH  SURENDER  KUMAR,187270,29.919684,75.544879,Accepted,Sangrur,25-Apr-12,62,587883,1,10/15/2014 14:56,1,,,1,1,7363,N
Uttar Pradesh 2 (NR),Najibabad Depot,AMARNATH SURESH KUMAR,155267,29.720149,77.426009,Accepted,R_B,22-Jun-12,144,92011,1,1/8/2015 21:42,1,,,1,1,14246,N
Punjab (NR),SANGRUR TERMINAL,AMBA KISSAN SEWA KENDRA,221069,30.036465,75.790291,Accepted,PSO Ops,23-Mar-11,29.5,5364,1,10/15/2014 14:56,1,,,1,1,7327,N
Uttar Pradesh 2 (NR),Bareilly Depot,AMBRISH KISSAN SEWA KENDRA,266014,28.279842,78.912468,Accepted,MOHD EHTASHAM ZUBERI,16-Jan-13,,22403,1,1/8/2015 21:42,1,,,1,1,13354,N
Delhi (NR),AMBALA TERMINAL,AMBUJA CEMENT LTD-KESHLOGG,502063,31.252657,76.97274,Accepted,Pooja,27-May-11,164.5,78,1,7/25/2014 12:39,,,,1,1,1982,N
Punjab (NR),PARWANOO DEPOT,AMBUJA CEMENTS LIMITED-DARLAGHAT,501594,31.2543,76.9276,Accepted,Pooja,29-Jul-11,91,587414,1,10/15/2014 14:56,1,,,1,1,7307,N
Delhi (NR),AMBALA TERMINAL,AMBUJA CEMENTS LTD - NALAGARH,234055,31.11553,76.644592,Accepted,Ambala,6-Aug-11,111.5,10372,1,7/25/2014 12:39,,,,1,1,1984,N
Uttar Pradesh 2 (NR),Bareilly Depot,AMIR FILLING STATION,216987,28.564192,78.565247,Accepted,DINESH SINGH,30-Jan-13,76.5,22631,1,1/8/2015 21:42,1,,,1,1,13229,N
Delhi (NR),REWARI TERMINAL,AMIRA FOODS (INDIA) LTD,164297,28.428591,76.951748,Accepted,V,26-Nov-10,53.5,115006,1,7/25/2014 12:58,,,,1,1,3957,N
Delhi (NR),Bijwasan Terminal,Amish Enterprises,186838,28.756414,77.147887,Accepted,Bijwasan,,43,23002,1,7/25/2014 12:48,,,,1,1,2459,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,AMISHI KISAN SEWA KENDRA,198560,27.496147,80.442907,Accepted,Amousi,,123.5,8018,1,7/25/2014 12:33,,,,1,1,1241,N
Uttar Pradesh 1 (NR),MUGHALSARAI TERMINAL,AMIT AUTOMOBILES,154216,25.750639,84.02494,Accepted,R R,14-Jul-11,138.5,14795,1,7/25/2014 12:35,,,,1,1,1476,N
Karnataka (SR),Bijapur Depot,AMIT PETROLIUM,211603,16.393028,75.446754,Accepted,KASO CMC,20-Jul-11,70.6,13744,1,2/5/2015 9:21,,,,1,1,16830,N
Punjab (NR),SANGRUR TERMINAL,AMRIT SHANTI FILLING STATION,202270,30.788143,75.471024,Accepted,N K Agarwal,3-Apr-15,96,123092,1,10/15/2014 14:56,1,,,1,1,7326,N
Delhi (NR),Bijwasan Terminal,Amtek Siccardi India Ltd.,117299,28.36385,76.914528,Accepted,V,10-Sep-11,32,13149,1,7/25/2014 12:48,,,,1,1,2463,N
Delhi (NR),REWARI TERMINAL,Amtek Siccardi India Ltd.,117299,28.36385,76.914528,Accepted,DSO,6-Dec-11,49.5,115007,1,7/25/2014 12:58,,,,1,1,3989,N
Uttar Pradesh 1 (NR),Kanpur Terminal,ANAN FILLING STATION,275886,,,Accepted,ABHYUDAYA_KUMAR,24-Aug-15,163.3852806,592366,1,10/6/2014 13:20,6,,,1,1,5101,N
Uttar Pradesh 1 (NR),GONDA DEPOT,ANAND AUTOMOBILES GILAULA,154426,27.54335,81.812485,Accepted,KUMAR,1-Aug-11,57,46007,1,7/25/2014 12:28,,,,1,1,443,N
Delhi (NR),PANIPAT TOP,ANAND NVH PRODUCTS (P) LTD,107377,28.416955,77.003113,Accepted,DSO,10-Dec-11,165.5,102023,1,7/25/2014 12:52,,,,1,1,2912,N
Uttar Pradesh 1 (NR),Lucknow Terminal,ANAND PETRO,202884,1,1,Accepted,R_Dixit,26-Aug-15,,591072,0,8/26/2015 11:50,6,8/26/2015 11:50,13226,1,1,4844,N
Uttar Pradesh 2 (NR),Shahjahanpur Depot,ANAND PETRO,202884,27.392778,80.141701,Accepted,KUMAR,10-Mar-11,72,5571,1,1/8/2015 21:42,1,,,1,1,15457,N
Uttar Pradesh 1 (NR),GONDA DEPOT,ANAND PETROLEUM COLONELGANJ,171744,27.132823,81.67835,Accepted,Gonda,,29,46008,1,7/25/2014 12:28,,,,1,1,446,N
Karnataka (SR),Navalur Depot,ANAND PETROLEUM DISTRIBUTORS,176403,15.901777,75.498142,Accepted,VSREENATH,15-Aug-11,95,96002,1,2/5/2015 9:21,,,,1,1,17998,N
Karnataka (SR),Bijapur Depot,ANAND PETROLEUMS,207439,16.798519,75.718832,Accepted,KANT,16-Nov-11,7,22004,1,2/5/2015 9:21,,,,1,1,16953,N
Karnataka (SR),Navalur Depot,ANAND SERVICE STATION,118474,15.421761,74.741616,Accepted,VSREENATH,18-Nov-11,45,96003,1,2/5/2015 9:21,,,,1,1,18053,N
Uttar Pradesh 1 (NR),Kanpur Terminal,ANAND SERVICE STN MHMBD,155310,27.304468,81.132921,Accepted,SUNIL_KUMAR,27-Aug-15,,590643,1,9/30/2014 15:30,6,,,1,1,4675,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,ANAND SERVICE STN MHMBD,155310,27.304468,81.132921,Accepted,Amousi,6-Sep-11,78,8019,1,7/25/2014 12:33,,,,1,1,1242,N
Karnataka (SR),Bangalore Terminal,ANANTHA  REFINERY (P) LTD,119434,14.270452,76.657784,Accepted,A K Kundu,11-Nov-11,221,12581,1,2/5/2015 9:21,,,,1,1,16577,N
Uttar Pradesh 1 (NR),Kanpur Terminal,ANARI FILLING CENTRE,186347,26.694015,80.829195,Accepted,Ravi Kumar Singh,24-Aug-15,,592565,1,10/7/2014 10:20,6,,,1,1,5154,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,ANARI FILLING CENTRE,186347,26.694015,80.829195,Accepted,Amousi,,19.5,8020,1,7/25/2014 12:33,,,,1,1,1243,N
Uttar Pradesh 1 (NR),Kanpur Terminal,ANAY FILLING STATION,282997,,,Accepted,ABHYUDAYA_KUMAR,24-Aug-15,,599668,1,2/27/2015 13:30,6,,,1,1,18384,N
Uttar Pradesh 1 (NR),Lucknow Terminal,ANAY FILLING STATION,282997,,,Accepted,Shobhit Srivastava,26-Aug-15,,599294,1,1/22/2015 16:40,6,,,1,1,16323,N
Uttar Pradesh 2 (NR),Najibabad Depot,ANCHOR ELECTRICALS P. LTD  (TK),211510,29.957672,78.071311,Accepted,HIMANSHU SHARMA,2-Feb-13,,22637,1,1/8/2015 21:42,1,,,1,1,14306,N
Uttar Pradesh 2 (NR),Roorkee Top,ANCHOR ELECTRICALS P. LTD  (TK),211510,29.957672,78.071311,Accepted,Roorkee,24-Jun-11,32.5,11953,1,1/8/2015 21:42,1,,,1,1,15100,N
Karnataka (SR),Hassan Top,ANDANUR AGENCIES,221735,14.228971,76.099747,Accepted,AHMED,20-Sep-11,192.061,13723,1,2/5/2015 9:21,,,,1,1,17601,N
Delhi (NR),PANIPAT TOP,ANGAD FILLING STATION,229264,28.650518,76.638664,Accepted,DHAWAN,24-Feb-11,131.5,4361,1,7/25/2014 12:52,,,,1,1,2914,N
Uttar Pradesh 2 (NR),Meerut Terminal,ANIL AUTO SERVICE,223946,28.478262,77.525589,Accepted,Saunak Chakraborty,12-Feb-13,77,2812,1,1/8/2015 21:42,1,,,1,1,15065,N
Uttar Pradesh 2 (NR),Bareilly Depot,ANIL KISAN SEWA KENDRA,246595,28.559587,78.718407,Accepted,Aonla,30-May-11,77,12193,1,1/8/2015 21:42,1,,,1,1,13602,N
Karnataka (SR),Bangalore Terminal,ANJANADRI ENTERPRICES,118363,12.9571,77.5624,Accepted,SAMUELC,4-Mar-11,39.4,34023,1,2/5/2015 9:21,,,,1,1,16575,N
Karnataka (SR),Belgaum Depot,ANJANEYA PETROLEUMS,195801,16.435493,74.595038,Accepted,KANT,17-Feb-11,88,33001,1,2/5/2015 9:21,,,,1,1,16546,N
Karnataka (SR),Hassan Top,ANJANEYA SERVICE STATION,117774,13.30831,75.7876,Accepted,Emdo Gain,1-Oct-15,,596498,0,10/1/2015 12:58,6,10/1/2015 13:06,10044,0,1,11271,N
Karnataka (SR),Hassan Top,ANJANEYA SERVICE STATION,117774,13.30831,75.7876,Accepted,Emdo Gain,1-Oct-15,,602193,0,10/1/2015 14:19,6,10/1/2015 14:19,6,1,1,11271,N
Uttar Pradesh 1 (NR),GONDA DEPOT,ANJANI FILLING STATION,195725,26.778322,82.887432,Accepted,VERMA,12-Jul-11,116.5,13619,1,7/25/2014 12:28,,,,1,1,447,N
Uttar Pradesh 1 (NR),MUGHALSARAI TERMINAL,ANJANI FUEL CENTRE,186414,25.304843,82.980701,Accepted,Mughalsarai,,51,89020,1,7/25/2014 12:35,,,,1,1,1482,N
Punjab (NR),SANGRUR TERMINAL,ANKIT FILLING STATION,211422,30.124176,75.816727,Accepted,PSO Ops,27-Jun-11,16,3338,1,10/15/2014 14:56,1,,,1,1,7397,N
Uttar Pradesh 1 (NR),Kanpur Terminal,ANKUR FILLING STATION.,234784,26.664654,80.807365,Accepted,Ravi Kumar Singh,24-Aug-15,,592886,1,10/8/2014 12:20,6,,,1,1,5259,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,ANKUR FILLING STATION.,234784,26.664654,80.807365,Accepted,SUNIL SAXENA,28-Apr-11,19.5,588843,1,7/25/2014 12:33,,,,1,1,1245,N
Punjab (NR),SANGRUR TERMINAL,ANMOL FILLING STN.,187317,30.427961,75.887639,Accepted,Ashish Singh,25-Feb-15,27.5,123093,1,10/15/2014 14:56,1,,,1,1,7293,N
Karnataka (SR),Belgaum Depot,ANNAPOORNESHWARI PETRO OUTLET,247664,16.5287,74.601646,Accepted,KASO CMC,11-Aug-11,95,13898,1,2/5/2015 9:21,,,,1,1,16671,N
Uttar Pradesh 1 (NR),Mughalsarai Terminal,ANNAPURNA FILLING STATION,155180,25.688909,82.424149,Accepted,Syed Tabish Ahad,10-Sep-15,,590533,1,9/4/2014 15:20,6,,,1,1,4565,N
Uttar Pradesh 2 (NR),Agra Top,ANNAPURNA FILLING STN,156231,27.406943,78.950492,Accepted,Agra Top,,97,1015,1,1/8/2015 21:42,1,,,1,1,13551,N
Punjab (NR),SANGRUR TERMINAL,ANOOP FILLING STATION,205653,29.768082,76.000141,Accepted,Gupta Mukesh,24-Feb-15,62,123094,1,10/15/2014 14:56,1,,,1,1,7361,N
Delhi (NR),PANIPAT TOP,ANOOP OIL COMPANY,102379,28.604944,76.514369,Accepted,DHAWAN,9-Feb-11,124.5,102026,1,7/25/2014 12:52,,,,1,1,2920,N
Uttar Pradesh 2 (NR),Meerut Terminal,ANSHIKA KISSAN SEVA KENDRA,219864,29.14856,77.868782,Accepted,MOHIT GOEL,14-Mar-13,38,7942,1,1/8/2015 21:42,1,,,1,1,14813,N
Uttar Pradesh 2 (NR),Bareilly Depot,ANUJ ENTERPRISES,207845,28.240079,79.958291,Accepted,SWARAJ MISRA,22-Jan-13,109.5,9009,1,1/8/2015 21:42,1,,,1,1,13477,N
Uttar Pradesh 1 (NR),GONDA DEPOT,ANUPAMA KISAN SEWA KENDRA,234593,27.833097,81.767235,Accepted,KUMAR,30-Dec-10,96,310,1,7/25/2014 12:28,,,,1,1,449,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,ANURAG AUTOMOBILES,155047,26.749325,80.949812,Accepted,SINGH,7-Apr-11,102,586935,1,7/25/2014 12:30,,9/10/2015 19:17,3129,0,1,745,N
Punjab (NR),SANGRUR TERMINAL,ANURAG FILLING STATION,187139,30.838224,75.653724,Accepted,N K Agarwal,3-Apr-15,98,123003,1,10/15/2014 14:56,1,,,1,1,7292,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,ANURAG ROADLINES RBLY CITY,194616,26.21296,81.251778,Accepted,Shruti Gupta,24-Feb-15,127,13335,1,7/25/2014 12:30,,9/10/2015 19:08,3129,0,1,746,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,ANURAG ROADLINES RBLY CITY,194616,26.21296,81.251778,Accepted,Shobhit Srivastava,23-Aug-15,127,597835,1,7/25/2014 12:30,,,,1,1,746,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,ANURAG ROADLINES RBLY CITY,194616,26.21296,81.251778,Accepted,Shobhit Srivastava,23-Aug-15,127,599612,1,2/21/2015 9:51,6,,,1,1,746,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,ANURAG ROADLINES RBLY CITY,194616,26.21296,81.251778,Accepted,Shruti Gupta,24-Feb-15,127,599617,1,2/21/2015 15:26,6,9/10/2015 19:08,3129,0,1,746,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,ANURAG ROADLINES RBLY CITY,194616,26.21296,81.251778,Accepted,Shobhit Srivastava,23-Aug-15,127,599750,1,3/10/2015 10:38,6,,,1,1,746,N
Karnataka (SR),Belgaum Depot,ANUSHREE PETROLEUMS,243072,15.898472,74.5235,Accepted,KANT,29-Dec-11,20.17,9736,1,2/5/2015 9:21,,,,1,1,16919,N
Uttar Pradesh 2 (NR),Bareilly Depot,"APCO INFRATECH LTD.,BAREILLY",238406,28.43616,79.45833,Accepted,SWARAJ MISRA,5-Feb-13,56,13235,1,1/8/2015 21:42,1,,,1,1,13352,N
Karnataka (SR),Hassan Top,APOORVA PETROLEUMS,118144,15.197067,76.771922,Accepted,BASUMATARY,27-Oct-11,322.5,53004,1,2/5/2015 9:21,,,,1,1,17976,N
Karnataka (SR),Belgaum Depot,APPAJI PETROLEUMS,242666,16.435007,74.953323,Accepted,KANT,22-Dec-11,119,7076,1,2/5/2015 9:21,,,,1,1,16794,N
Karnataka (SR),Bangalore Terminal,APPAYANNA PETROLEUM,172290,13.081,77.5488,Accepted,KUTTY,7-Jul-11,40,34026,1,2/5/2015 9:21,,,,1,1,16698,N
Karnataka (SR),Navalur Depot,ARALI HIGHWAY PETROLEUM,217900,14.980353,75.228794,Accepted,T JAYAKUMAR,9-Jan-12,55.85,3623,1,2/5/2015 9:21,,,,1,1,18108,N
Karnataka (SR),Belgaum Depot,ARIHANT PETROLEUMS,234080,16.238619,74.653679,Accepted,KANT,17-Nov-11,72,6810,1,2/5/2015 9:21,,,,1,1,16549,N
Uttar Pradesh 2 (NR),Meerut Terminal,ARIHANT SERVICE CENTRE,186565,28.683255,77.509706,Accepted,MKJ,13-Sep-11,47,104009,1,1/8/2015 21:42,1,,,1,1,14810,N
Punjab (NR),SANGRUR TERMINAL,ARIHANT SPINNING MILLS-DTA,102547,30.510301,75.882706,Accepted,Harwinder Singh Kainth,20-Mar-15,39.5,587826,1,10/15/2014 14:56,1,,,1,1,7396,N
Delhi (NR),PANIPAT TOP,ARISHT SPINNING MILLS,102636,30.95359,76.816803,Accepted,DSO,2-Dec-11,193,588312,1,7/25/2014 12:52,,,,1,1,2929,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,ARKHA FUELS,165003,25.890526,81.300311,Accepted,Shobhit Srivastava,23-Aug-15,145,13336,1,7/25/2014 12:30,,,,1,1,748,N
Uttar Pradesh 2 (NR),Mathura Terminal,ARORA AUTO CENTRE,186639,27.225986,78.047981,Accepted,AK,8-Dec-10,45,85010,1,1/8/2015 21:42,1,,,1,1,13838,N
Delhi (NR),Bijwasan Terminal,Arora Service Station (Pitampura),106222,28.532997,77.107535,Accepted,sumit gupta,21-Feb-11,30.5,23075,1,7/25/2014 12:48,,,,1,1,2466,N
Karnataka (SR),Navalur Depot,ARPIT PETROLEUMS,223466,15.216997,75.509789,Accepted,T JAYAKUMAR,9-Jan-12,67,2614,1,2/5/2015 9:21,,,,1,1,18165,N
Karnataka (SR),Belgaum Depot,ARS PETROLEUM,249141,16.046451,74.970249,Accepted,VSREENATH,1-Mar-12,85,13900,1,2/5/2015 9:21,,,,1,1,16668,N
Punjab (NR),BATHINDA TERMINAL,ARSH AGRO SERVICES,222542,29.932446,75.200584,Accepted,Vineeth Kumar,29-Jan-15,35,2426,1,10/15/2014 14:56,1,,,1,1,5560,N
Karnataka (SR),Hassan Top,ARUN AGENCY,118161,14.207672,76.257042,Accepted,BASUMATARY,20-Sep-11,207.5,53006,1,2/5/2015 9:21,,,,1,1,17973,N
Karnataka (SR),Bangalore Terminal,ARUN TRANSPORTS,117775,13.327872,76.73625,Accepted,A Srikanth,31-Jan-13,,20757,1,2/5/2015 9:21,,,,1,1,16821,N
Karnataka (SR),Hassan Top,ARUN TRANSPORTS,117775,13.327872,76.73625,Accepted,AS,20-Sep-11,91.5,53008,1,2/5/2015 9:21,,,,1,1,17598,N
Uttar Pradesh 1 (NR),Allahabad Terminal,ARVIND AUTO SERVICE,155370,26.211654,81.804108,Accepted,Sanjay Kumar,19-Aug-15,154,588788,0,11/29/2014 15:48,,11/29/2014 15:48,16,1,1,10106,N
Karnataka (SR),Bijapur Depot,ARYA PETRO PRODUCTS,202453,16.173883,76.003609,Accepted,SHETTIGAR,21-Apr-11,89,22005,1,2/5/2015 9:21,,,,1,1,16580,N
Uttar Pradesh 2 (NR),Shahjahanpur Depot,ARYAN FUEL CENTRE,262980,28.369724,80.660896,Accepted,ANIL SINGH,15-Jan-13,134,21043,1,1/8/2015 21:42,1,,,1,1,15379,N
Uttar Pradesh 2 (NR),Agra Top,ASC AGRA,511947,27.164001,78.002877,Accepted,RKPS,5-Apr-11,28.5,1016,1,1/8/2015 21:42,1,,,1,1,13301,N
Uttar Pradesh 2 (NR),Mathura Terminal,ASC AGRA,511947,27.164001,78.002877,Accepted,AT,13-Jul-12,51,589134,1,1/8/2015 21:42,1,,,1,1,13961,N
Uttar Pradesh 2 (NR),Bareilly Depot,ASC(RHSD) BANBASA,156416,28.337999,79.423363,Accepted,SWARAJ MISRA,4-Aug-12,158,9011,1,1/8/2015 21:42,1,,,1,1,13227,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,ASHA FILLING CENTRE,186294,25.195906,80.482643,Accepted,Kanpur,14-Jul-11,185,7916,1,7/25/2014 12:30,,,,1,1,749,N
Uttar Pradesh 1 (NR),MUGHALSARAI TERMINAL,ASHARAFI FILLING CENTRE,249229,25.823778,84.103249,Accepted,R R,8-Aug-11,162,15329,1,7/25/2014 12:35,,,,1,1,1485,N
Uttar Pradesh 2 (NR),Bareilly Depot,ASHI KISAN SEWA KENDRA (KSK),216864,28.609047,79.714371,Accepted,M K Gupta,11-Apr-12,80,2582,1,1/8/2015 21:42,1,,,1,1,13600,N
Karnataka (SR),Navalur Depot,ASHIRWAD KISAN SEVA KENDRA,210002,15.118788,75.35791,Accepted,VSREENATH,20-Jul-11,54,96004,1,2/5/2015 9:21,,,,1,1,17999,N
Karnataka (SR),Hassan Top,ASHIRWAD PETROL BUNK,185263,15.15339,76.613067,Accepted,BASUMATARY,20-Sep-11,321,53009,1,2/5/2015 9:21,,,,1,1,17847,N
Uttar Pradesh 1 (NR),Gonda Depot,ASHIRWAD SERVICE STATION,154092,26.785051,81.682991,Accepted,EFKON Administrator,28-Sep-15,,590661,0,9/28/2015 21:08,6,9/28/2015 21:08,6,1,1,4693,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,ASHIRWAD SERVICE STATION,154092,26.785051,81.682991,Accepted,KUMAR,14-Jul-11,106.5,1842,1,7/25/2014 12:33,,,,1,1,1246,N
Uttar Pradesh 2 (NR),Bareilly Depot,ASHISH FILLING STATION,217710,28.685194,79.180176,Accepted,M K Gupta,2-Apr-12,87,3273,1,1/8/2015 21:42,1,,,1,1,13475,N
Uttar Pradesh 2 (NR),Bareilly Depot,ASHOK FUEL POINT,264583,28.523942,79.452907,Accepted,Sonam Kejriwal,28-Nov-12,64,21728,1,1/8/2015 21:42,1,,,1,1,13350,N
Uttar Pradesh 2 (NR),Najibabad Depot,ASHOK KUMAR ARUN KUMAR,156213,30.142473,77.621819,Accepted,R_B,22-Jun-12,128,859,1,1/8/2015 21:42,1,,,1,1,14680,N
Karnataka (SR),Belgaum Depot,ASHOK PETROL STORES,118440,15.852375,74.509678,Accepted,AHMED,28-Feb-11,12.5,33002,1,2/5/2015 9:21,,,,1,1,16916,N
Uttar Pradesh 2 (NR),Najibabad Depot,ASHOK SERVICE STATION,155776,29.357271,77.825813,Accepted,R_B,15-Jun-12,131.5,92018,1,1/8/2015 21:42,1,,,1,1,14554,N
Punjab (NR),Bathinda Terminal,ASHOKA KISSAN SEWA KENDRA,238728,30.146383,74.160118,Accepted,Rahul Jain,13-Jan-15,88.33433982,7495,0,1/12/2015 6:42,1,1/12/2015 6:42,6,1,1,5589,N
Uttar Pradesh 1 (NR),KANPUR TERMINAL,ASHOKA MOTORS,186268,26.479284,80.313377,Accepted,SK TRIPATHI,16-Jun-11,19.5,71140,1,7/25/2014 12:30,,,,1,1,753,N
Uttar Pradesh 2 (NR),Bareilly Depot,ASHOKA SERVICE STATION,154943,28.877853,79.047562,Accepted,M K Gupta,27-Mar-12,87,820,1,1/8/2015 21:42,1,,,1,1,13225,N
Karnataka (SR),Bijapur Depot,ASHWINI PETROLEUMS,169344,17.303932,75.675221,Accepted,KASO CMC,20-Jul-11,65,22006,1,2/5/2015 9:21,,,,1,1,16828,N
Karnataka (SR),Bijapur Depot,ASKI PETROLEUMS,199930,16.702524,75.05207,Accepted,KANT,25-Jul-11,88,22007,1,2/5/2015 9:21,,,,1,1,16703,N
Uttar Pradesh 2 (NR),Bareilly Depot,ASRASI KISSAN SEWA KENDRA,264602,27.938671,79.085289,Accepted,MOHD EHTASHAM ZUBERI,16-Jan-13,42.5,22268,1,1/8/2015 21:42,1,,,1,1,13598,N
Delhi (NR),AMBALA TERMINAL,ASS. CEMMENT COMPANIES - BARMANA,502286,31.415447,76.831711,Accepted,Pooja,26-Aug-11,186.5,5610,1,7/25/2014 12:39,,,,1,1,1993,N
Uttar Pradesh 1 (NR),GONDA DEPOT,ASSOCIATE BUILDERS & TRADERS,171747,26.849223,82.192643,Accepted,Gonda,,46,46010,1,7/25/2014 12:28,,,,1,1,450,N
Karnataka (SR),Belgaum Depot,ASSOCIATED PETROLEUM,183175,15.878622,74.512025,Accepted,KANT,29-Dec-11,16,33003,1,2/5/2015 9:21,,,,1,1,16791,N
Uttar Pradesh 2 (NR),Meerut Terminal,ATLAS CYCLE INDUSTRIES,175664,28.666733,77.345921,Accepted,Partapur,9-Nov-10,53,104011,1,1/8/2015 21:42,1,,,1,1,14932,N
Uttar Pradesh 1 (NR),Lucknow Terminal,ATUL  FILLING  STATION,197579,1,1,Accepted,RAJESH KUMAR DIXIT,26-Aug-15,,591279,1,10/4/2014 13:32,6,,,1,1,4883,N
Uttar Pradesh 2 (NR),Shahjahanpur Depot,ATUL  FILLING  STATION,197579,27.39439,80.111626,Accepted,KUMAR,10-Mar-11,72,4623,1,1/8/2015 21:42,1,,,1,1,15223,N
Uttar Pradesh 1 (NR),Lucknow Terminal,ATUL AUTOMOBILES,186324,1,1,Accepted,R_Dixit,26-Aug-15,,591471,0,8/26/2015 11:48,6,8/26/2015 11:48,13226,1,1,4922,N
Uttar Pradesh 2 (NR),Shahjahanpur Depot,ATUL AUTOMOBILES,186324,27.385263,80.135727,Accepted,KUMAR,10-Mar-11,72,587625,1,1/8/2015 21:42,1,,,1,1,15302,N
Uttar Pradesh 1 (NR),GONDA DEPOT,ATUL FILLING STATION,254232,26.586882,82.365814,Accepted,RAVI SINGH,18-Oct-11,68.5,17645,1,7/25/2014 12:28,,,,1,1,452,N
Uttar Pradesh 1 (NR),LUCKNOW TERMINAL,ATUL FILLING STATION,254232,26.586882,82.365814,Accepted,Sparsh Tandon,14-Sep-12,178,589142,1,7/25/2014 12:33,,,,1,1,1249,N
Uttar Pradesh 1 (NR),Lucknow Terminal,ATUL PETROLEUM KORRIYA,200434,27.43121,80.120605,Accepted,R_Dixit,26-Aug-15,,592388,0,8/26/2015 11:50,6,8/26/2015 11:50,13226,1,1,5110,N
Uttar Pradesh 2 (NR),Shahjahanpur Depot,ATUL PETROLEUM KORRIYA,200434,27.43121,80.120605,Accepted,Banthra,,72,1976,1,1/8/2015 21:42,1,,,1,1,15380,N
Uttar Pradesh 2 (NR),Bareilly Depot,AUJLA FILLING STATION,265974,28.525092,79.988433,Accepted,MANOJ KUMAR GUPTA,6-Feb-13,116.5,22533,1,1/8/2015 21:42,1,,,1,1,13473,N
