S.No,New Device Number,NewMobileNumber,NewInstallation,INSTALLEDON,VehicleNumber,TransporterName,01-SEP'-15,02-SEP'-15,03-SEP'-15,04-SEP'-15,05-SEP'-15,06-SEP'-15,07-SEP'-15,08-SEP'-15,09-SEP'-15,10-SEP'-15,11-SEP'-15,12-SEP'-15,13-SEP'-15,14-SEP'-15,15-SEP'-15,16-SEP'-15,17-SEP'-15,18-SEP'-15,19-SEP'-15,20-SEP'-15,21-SEP'-15,22-SEP'-15,23-SEP'-15,24-SEP'-15,25-SEP'-15,26-SEP'-15,27-SEP'-15,28-SEP'-15,29-SEP'-15,30-SEP'-15,R,P,UM,UI,N,UI+N,BILLING YES/NO,Remark
95,QCQ1205455,9440674861,OL001/00098,24-Nov-11,RJ14GB0538,MSIL-SHRIKRSNAURJAPROJECTLIMITED,R,R,R,R,R,R,R,R,R,R,P,P,R,R,R,R,P,P,P,P,P,P,P,P,P,P,P,P,R,R,16,14,0,0,0,0,YES,
96,QCQ1102976,8879614353,OL001/00099,24-Nov-11,NL01G9825,MSIL-SUSHILATRANSPORTPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
97,QCQ1102523,8879613894,OL001/00100,24-Nov-11,NL01L2785,MSIL-SUSHILATRANSPORTPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
98,QCQ1205198,8452983257,OL001/00101,24-Nov-11,HR38L2152,MSIL-SHRIKRSNAURJAPROJECTLIMITED,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,30,0,0,0,0,YES,
99,QCQ1101563,8879612920,OL001/00102,24-Nov-11,HR55E0896,MSIL-PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
100,EEB1500310,7506928579,OL001/00104,24-Nov-11,RJ14GC9662,MSIL-PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,P,P,P,R,R,R,R,R,P,R,R,R,R,R,R,R,R,P,P,R,R,R,24,6,0,0,0,0,YES,
101,QCQ1204173,8879679021,OL001/00105,24-Nov-11,NL01G7394,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P,P,P,P,P,25,5,0,0,0,0,YES,
102,QCQ1203950,8879787657,OL001/00106,24-Nov-11,HR55D9486,MSIL-PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
103,QCQ1103343,8879697923,OL001/00108,24-Nov-11,RJ14GC6949,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
104,QCQ1101666,8879613024,OL001/00109,25-Nov-11,HR55F9541,MSIL-PROFESSIONALAUTOMOTIVESPVT.LTD,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,R,P,P,P,P,P,P,1,29,0,0,0,0,YES,
105,QCQ1100464,8879442350,OL001/00110,25-Nov-11,NL01D5613,MSIL-BHARATCARRIERSLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
106,QCQ1203963,8879678706,OL001/00111,25-Nov-11,HR55L3075,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
107,QCQ1204439,8879690440,OL001/00112,25-Nov-11,RJ14GD2515,MSIL-SHRIKRSNAURJAPROJECTLIMITED,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
108,QCQ1101810,8879613170,OL001/00113,25-Nov-11,HR55L2717,MSIL-SUSHILATRANSPORTPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
109,QCQ1203716,8879678356,OL001/00114,25-Nov-11,RJ14GB4851,MSIL-SHRIKRSNAURJAPROJECTLIMITED,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,28,2,0,0,0,0,YES,
110,QCQ1204650,8879676819,OL001/00115,25-Nov-11,HR55L1607,MSIL-SUSHILATRANSPORTPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
111,QCQ1100172,8879460225,OL001/00116,25-Nov-11,RJ14GD0527,MSIL-PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
112,QCQ1203518,8879678156,OL001/00117,25-Nov-11,RJ09GA9043,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
113,QCQ1100259,8879442133,OL001/00118,25-Nov-11,HR55H4297,MSIL-SUSHILATRANSPORTPVT.LTD,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,R,P,R,R,R,R,R,R,R,R,R,R,11,19,0,0,0,0,YES,
114,QCQ1101364,8879612718,OL001/00120,25-Nov-11,RJ14GC3742,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
115,QCQ1100058,8879460290,OL001/00121,25-Nov-11,HR55K1209,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,30,0,0,0,0,YES,
116,QCQ1100418,8879442303,OL001/00122,25-Nov-11,HR55H2104,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
117,QCQ1204641,8879676785,OL001/00124,25-Nov-11,RJ14GB9821,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
118,QCQ1103468,8879787716,OL001/00125,25-Nov-11,RJ09GB1547,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
119,QCQ1204303,8879690303,OL001/00126,26-Nov-11,HR55E0894,MSIL-PROFESSIONALAUTOMOTIVESPVT.LTD,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,28,2,0,0,0,0,YES,
120,QCQ1100267,8879442141,OL001/00127,26-Nov-11,HR55L2737,MSIL-SUSHILATRANSPORTPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
121,QCQ1100614,8879442503,OL001/00128,26-Nov-11,RJ14GD5799,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
122,QCQ1204785,8879697910,OL001/00129,26-Nov-11,HR55M3067,MSIL-SUSHILATRANSPORTPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
123,EEB1500082,7506928679,OL001/00131,26-Nov-11,RJ09GB1540,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
124,QCQ1102508,8879613879,OL001/00132,26-Nov-11,RJ14GC4659,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
125,QCQ1102324,8879676883,OL001/00133,26-Nov-11,NL01G6617,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
126,EEB1500327,7506730925,OL001/00134,28-Nov-11,HR55K2462,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
127,QCQ1102798,8879614173,OL001/00135,28-Nov-11,HR55K5237,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
128,QCQ1102531,8879613903,OL001/00136,28-Nov-11,HR55D7257,MSIL-SUSHILATRANSPORTPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
129,QCQ1101740,8879697489,OL001/00138,28-Nov-11,RJ14GB9882,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P,P,P,P,P,P,P,P,P,R,R,R,R,R,R,R,21,9,0,0,0,0,YES,
130,QCQ1204886,8879697438,OL001/00139,28-Nov-11,RJ14GC8289,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
131,QCQ1101645,8879613003,OL001/00140,28-Nov-11,RJ14GC9556,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
132,QCQ1100650,8879442539,OL001/00141,28-Nov-11,RJ14GD8714,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P,P,P,P,R,R,26,4,0,0,0,0,YES,
133,EEB1500073,7506928951,OL001/00142,28-Nov-11,RJ14GC6948,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
134,QCQ1103290,8879677924,OL001/00143,28-Nov-11,HR55L2504,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
135,QCQ1204114,8879678860,OL001/00144,28-Nov-11,RJ14GC2839,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
136,QCQ1103133,8879618783,OL001/00145,28-Nov-11,RJ14GD2831,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
137,QCQ1204798,8879689968,OL001/00146,29-Nov-11,RJ14GC5206,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
138,QCQ1100910,8879442803,OL001/00147,29-Nov-11,RJ14GC5829,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
139,QCQ1204077,8879678823,OL001/00148,29-Nov-11,RJ14GC9823,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,UI,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,29,0,0,1,0,1,YES,
140,QCQ1100419,8879442304,OL001/00150,29-Nov-11,HR55L6583,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
141,EEB1500027,7506928724,OL001/00151,29-Nov-11,RJ14GC5436,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
142,QCQ1203838,8879678479,OL001/00152,29-Nov-11,RJ14GC5060,MSIL-K M TRANS LOGISTICS PVT. LTD,R,P,P,P,P,P,P,P,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,21,9,0,0,0,0,YES,
143,QCQ1100654,9167240091,OL001/00153,29-Nov-11,RJ14GC5830,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
144,QCQ1100534,8879442421,OL001/00154,30-Nov-11,RJ14GC2992,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P,P,P,P,P,P,24,6,0,0,0,0,YES,
145,QCQ1203530,8879678168,OL001/00155,30-Nov-11,RJ14GD2091,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
146,QCQ1100131,8879460183,OL001/00156,30-Nov-11,HR55L0237,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,R,R,P,P,R,P,P,P,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,23,7,0,0,0,0,YES,
147,EEB1500466,7506932980,OL001/00157,30-Nov-11,RJ14GC8412,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
148,QCQ1102974,8879612550,OL001/00158,30-Nov-11,RJ14GD2075,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
149,QCQ1100493,8879442379,OL001/00159,30-Nov-11,RJ14GD3517,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
150,QCQ1100409,8879442292,OL001/00160,30-Nov-11,RJ14GF2597,MSIL-PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
151,QCQ1100439,8879442324,OL001/00161,1-Dec-11,HR55C6047,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
152,QCQ1203800,8879678441,OL001/00162,1-Dec-11,RJ14GC9522,MSIL-PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
153,QCQ1102171,8879613537,OL001/00163,1-Dec-11,RJ14GC5424,MSIL-PROFESSIONALAUTOMOTIVESPVT.LTD,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,30,0,0,0,0,YES,
154,QCQ1103044,9167240068,OL001/00164,1-Dec-11,RJ29GA0859,MSIL-PROFESSIONALAUTOMOTIVESPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
155,QCQ1101015,8879442909,OL001/00165,1-Dec-11,NL01D3490,MSIL-BHARATCARRIERSLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
156,QCQ1102125,,OL001/00166,2-Dec-11,NL01G8601,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
157,QCQ1204313,8879690313,OL001/00167,2-Dec-11,HR55C7261,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,UI,UI,UI,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,27,0,3,0,3,YES,
158,QCQ1100655,8879442544,OL001/00170 ,2-Dec-11,RJ14GB9614,MSIL-K M TRANS LOGISTICS PVT. LTD,UI,UI,UI,P,P,P,P,P,P,UI,UI,UI,UI,UI,UI,UI,P,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,UI,0,7,0,23,0,23,NO,
159,QCQ1100660,8879442549,OL001/00171,2-Dec-11,HR55M3057,MSIL-SUSHILATRANSPORTPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
160,QCQ1102847,8879614223,OL001/00172,2-Dec-11,RJ14GC2994,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
161,QCQ1100918,8879787646,OL001/00173,2-Dec-11,RJ14GD0640,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P,R,R,R,R,R,R,R,R,R,R,R,R,29,1,0,0,0,0,YES,
162,QCQ1101500,8879612856,OL001/00174,2-Dec-11,HR55L0235,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,29,1,0,0,0,0,YES,
163,EEB1500223,7506928447,OL001/00175,2-Dec-11,RJ14GC7062,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
164,QCQ1103358,8879677967,OL001/00176,2-Dec-11,NL01L8650,MSIL-SUSHILATRANSPORTPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
165,QCQ1204419,8879690420,OL001/00177,3-Dec-11,HR55K6616,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,P,P,P,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,25,5,0,0,0,0,YES,
166,QCQ1100719,8879442609,OL001/00178,3-Dec-11,HR38L1778,MSIL-SHRIKRSNAURJAPROJECTLIMITED,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,30,30,NO,
167,QCQ1100082,8879460134,OL001/00179,3-Dec-11,RJ14GD2830,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
168,QCQ1100666,8879442555,OL001/00180,3-Dec-11,RJ14GD0643,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
169,QCQ1100368,8879442247,OL001/00181,3-Dec-11,TN01AC6535,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,0,30,0,0,0,0,YES,
170,QCQ1203627,8879678266,OL001/00182,3-Dec-11,RJ14GC9077,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
171,QCQ1103227,8879677847,OL001/00183,3-Dec-11,RJ14GD4657,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
172,QCQ1101917,8879613278,OL001/01285,19-Jan-12,HR55J4115,MSIL-AXISCARRIERSANDLOGISTICSPVT.LTD,P,P,P,P,P,P,P,P,P,R,R,R,R,R,R,R,P,P,P,P,P,P,P,P,P,P,P,P,P,P,7,23,0,0,0,0,YES,
173,QCQ1102556,8879614170,OL001/00185,3-Dec-11,HR55E0169,MSIL-SUSHILATRANSPORTPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
174,QCQ1102284,8879613652,OL001/00186,3-Dec-11,HR38N0225,MSIL-SUSHILATRANSPORTPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
175,EEB1500127,7506928875,OL001/00187,3-Dec-11,HR55L2505,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
176,QCQ1103061,8879618711,OL001/00188,3-Dec-11,RJ14GD2523,MSIL-SHRIKRSNAURJAPROJECTLIMITED,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
177,QCQ1203617,8879442463,OL001/00189,3-Dec-11,RJ14GF7825,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
178,EEB1500389,7506932950,OL001/00190,3-Dec-11,HR55K8923,MSIL-CARGOWINGS(MADRAS)PVT.LTD.,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
179,QCQ1203693,8879678753,OL001/00191,3-Dec-11,RJ14GG5650,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,N,R,R,R,29,0,0,0,1,1,YES,
180,QCQ1101793,8879613153,OL001/00193,3-Dec-11,NL02G2585,MSIL-OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
181,QCQ1100690,8879442579,OL001/00194,3-Dec-11,NL02G7581,MSIL-OSLLOGISTICSPVT.LTD,R,R,P,P,P,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,25,5,0,0,0,0,YES,
182,QCQ1101148,8879612498,OL001/00195,3-Dec-11,NL02G1518,MSIL-OSLLOGISTICSPVT.LTD,P,R,R,R,R,P,P,R,R,R,R,R,R,R,R,R,R,R,R,P,R,R,R,R,R,R,R,R,R,R,26,4,0,0,0,0,YES,
183,EEB1500088,7506928862,OL001/00196,3-Dec-11,RJ14GC9115,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
184,QCQ1305951,8879612806,OL001/00197,4-Dec-11,RJ14GC5432,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
185,QCQ1204438,8879690439,OL001/00198,4-Dec-11,RJ14GC2990,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,29,1,0,0,0,0,YES,
186,QCQ1100526,8879442413,OL001/00199,4-Dec-11,RJ14GD2369,MSIL-K M TRANS LOGISTICS PVT. LTD,P,P,P,R,R,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,2,28,0,0,0,0,YES,
187,QCQ1100652,8879442541,OL001/00201,4-Dec-11,NL02G0104,MSIL-OSLLOGISTICSPVT.LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,P,P,P,P,P,P,R,P,P,P,P,P,19,11,0,0,0,0,YES,
188,QCQ1203989,8879678732,OL001/00202,4-Dec-11,RJ09GA9592,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,P,P,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,28,2,0,0,0,0,YES,
189,QCQ1204402,8879690403,OL001/00203,4-Dec-11,HR55Q6113,MSIL-VINODROADLINESPVTLTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
190,EEB1500451,7506933509,OL001/00204,5-Dec-11,RJ14GD3995,MSIL-K M TRANS LOGISTICS PVT. LTD,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,30,0,0,0,0,0,YES,
